K_SGH,"V_SGHNAVN","K_FRADTO","D_TILDTO","C_SGHTYPE","C_INSTART","C_REGION","C_SORID","Region","Institution"
1542,"Absalon Privatklinik",2003-01-01,2011-05-21,2,161,1084,6111000016004,"Hovedstaden","Privat"
1543,"Øjenklinikken v. Allan Berger ApS",2003-01-01,2018-02-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1544,"Øjenlæge Jens Taarnhøj",2003-01-01,2011-02-12,2,161,1084,6111000016004,"Hovedstaden","Privat"
1545,"Øjenlæge Johnny Johansen",2003-01-01,2015-05-04,2,161,1084,6111000016004,"Hovedstaden","Privat"
1545,"Københavns Øjen og Skeleklinik v. Hesgaard & Johansen",2015-05-05,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1546,"Klinik for seksuelle dysfunktioner",2003-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1547,"Klinik for mave- og tarmsygdomme",2003-01-01,2009-02-28,2,161,1084,6111000016004,"Hovedstaden","Privat"
1548,"Ballerup Privatklinik v. Niels Fisker og Alice Walsted",2003-01-01,2014-09-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
1549,"Charlottenlund Speciallægecenter, Allergi-og Lungeklinikken",2003-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1550,"Københavns Søvn- og Snorkeklinik",2003-01-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
1551,"Øjenlæge Klaus Trier",2003-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1552,"Holte plastikkirurgiske Klinik",2003-01-01,2017-04-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1553,"Ambulant Ortopædkirurgisk Klinik I/S",2004-01-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
1554,"Auriclinic",2004-01-01,2011-09-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1555,"Osteoporoseklinikken i Hellerup",2004-01-01,2010-12-23,2,161,1084,6111000016004,"Hovedstaden","Privat"
1556,"Nørmark Privathospital",2005-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1557,"Lukas Øjenhospital, Øjenlæge Jens Thygesen Hellerup",2005-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1558,"Gentofte Fertilitetsklinik",2005-10-01,2011-09-07,2,161,1084,6111000016004,"Hovedstaden","Privat"
1559,"Brede Plastikkirurgi",2005-01-01,2011-04-07,2,161,1084,6111000016004,"Hovedstaden","Privat"
1560,"MR-CT Danmark ApS",2006-01-01,2016-03-31,2,161,1084,6111000016004,"Hovedstaden","Privat"
1561,"Herlev Privatklinik",2006-09-01,2020-02-20,2,161,1084,6111000016004,"Hovedstaden","Privat"
1562,"Den Internationale Ortopædkirurgiske Klinik",2006-11-01,2011-11-15,2,161,1084,6111000016004,"Hovedstaden","Privat"
1563,"Ingves Klinik",2006-06-01,2020-02-20,2,161,1084,6111000016004,"Hovedstaden","Privat"
1564,"Allergi og Lungeklinikken, Hellerup",2007-03-01,2011-09-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1565,"Speciallæge Rolf Nielsen",2007-04-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1566,"Bekkevold Klinikken",2007-04-01,2009-11-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1567,"Glostrup Privathospital",2007-01-01,2020-02-20,2,161,1084,6111000016004,"Hovedstaden","Privat"
1568,"Reumatologisk og Idrætsmedicinsk Klinik ApS",2007-06-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1569,"Amartro Privathospital og Idrætsklinik",2008-02-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
1570,"Øjenlægerne Glostrup Centrum",2008-02-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1571,"Øjenklinikken i Hvidovre",2008-04-01,2008-09-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1571,"Speciallægeklinikken Centralen, Roskildevej 296,2610 Rødovre",2008-10-01,2017-04-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1571,"Speciallægeklinikken Centralen",2017-05-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1572,"Klinik f. Med. & Kirurg. Øjensygdomme v/Niels Vesti Nielsen",2008-04-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1573,"Furesø Privathospital",2008-04-01,2012-01-20,2,161,1084,6111000016004,"Hovedstaden","Privat"
1574,"Arthro(Den reumatologiske klinik v.Pierre Schydlowsky)",2008-06-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1575,"Hudklinikken i Kastrup",2007-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1576,"Tandklinikken Holstein",2007-01-01,2011-06-24,2,161,1084,6111000016004,"Hovedstaden","Privat"
1577,"Lene Vesterager",2007-01-01,2010-11-03,2,161,1084,6111000016004,"Hovedstaden","Privat"
1578,"Amadeus Speciallægecenter",2008-09-01,2017-04-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1579,"Børne- og Ungdomspsykiatrisk Klinik v/Moltke",2007-01-01,2017-04-30,2,162,1084,6111000016004,"Hovedstaden","Privat"
1580,"Lyngby Plastikkirurgiske Klinik",2007-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1581,"Hudklinikken i Rødovre",2007-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1582,"Hudlægerne i Virum",2009-05-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1583,"Hudklinikken på Jægersborg Alle",2009-05-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1584,"Bagsværd Hudklinik",2009-05-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1585,"Scandinavian Eye Surgeons",2009-07-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
1586,"PPclinic",2009-10-01,2500-01-01,2,162,1084,6111000016004,"Hovedstaden","Privat"
1587,"SagaNordic ApS",2009-11-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1590,"Privatklinikken for børn",2010-06-01,2500-01-01,2,162,1084,6111000016004,"Hovedstaden","Privat"
1591,"Hospice Søndergård",2010-10-01,2500-01-01,2,170,1084,6111000016004,"Hovedstaden","Privat"
1592,"Gynækolog, dr. med.Suzan Lenz",2011-03-01,2017-04-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1593,"Teres Hospitalet København",2011-01-01,2014-06-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1594,"Svedklinikken, Hidros Denmark ApS",2011-01-01,2019-10-11,2,161,1084,6111000016004,"Hovedstaden","Privat"
1595,"Uroklinik",2011-04-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1596,"Øjenlægernes Lasercenter ApS",2011-08-01,2016-11-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1596,"Øjenlægernes Center, Charlottenlund",2016-12-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1597,"Bariatric Center",2011-06-01,2013-02-28,2,161,1084,6111000016004,"Hovedstaden","Privat"
1597,"Bodylift Center",2013-03-01,2015-08-31,2,161,1084,6111000016004,"Hovedstaden","Privat"
1597,"Printzlau Privathospital",2015-09-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1598,"Neurofysiologisk Klinik - Sjælland",2011-10-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1599,"KIApro Smerteklinik",2011-09-01,2500-01-01,2,163,1084,6111000016004,"Hovedstaden","Privat"
1700,"Axess Medica",2011-12-01,2015-08-12,2,162,1084,6111000016004,"Hovedstaden","Privat"
1701,"MR Scanning Parkens Privathospital",2011-11-01,2017-11-03,2,161,1084,6111000016004,"Hovedstaden","Privat"
1702,"Øjenklinikken Kastrup",2011-08-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1703,"ASTRA Billeddiagnostik A/S",2012-05-01,2016-12-31,2,161,1084,6111000016004,"Hovedstaden","Privat"
1704,"Amagerbro Ryghospital ApS",2012-05-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
1705,"Kirurgen.dk",2012-08-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1706,"Amalieklinikken",2013-02-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1707,"Øjenlæge Stefan Klauber",2013-03-01,2014-06-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1708,"Kalmia A/S",2014-03-01,2500-01-01,2,162,1084,6111000016004,"Hovedstaden","Privat"
1710,"Scandinavian Eye Center",2015-10-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1711,"Hellerup Øjenklinik",2016-03-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1712,"Dansk Venecenter",2016-05-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1713,"Kirurgisk Klinik Amager",2016-07-01,2020-09-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
1714,"Hudklinikken Panoptikon",2016-11-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1715,"Hovedstadens Plastikkirurgi",2016-12-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1716,"Kæbekirurgisk Aftalesygehus",2017-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1717,"Demensudredning Danmark",2017-04-01,2500-01-01,2,163,1084,6111000016004,"Hovedstaden","Privat"
1718,"Hovedstadens Øjenklinik",2017-03-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1719,"Holte Plastikkirurgi v/Mette Rostgaard Krag",2017-05-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1720,"Hudkræftklinikken.dk",2017-05-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1721,"Lægeklinikken i Fosgården",2017-08-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1722,"K.T.Drzewiecki Plastikkirurgisk Klinik",2017-12-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1723,"Smerteklinikkerne ApS",2018-02-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
1724,"Frederiksborggade Øjenklinik",2018-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1725,"IN-LAB ApS",2018-02-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1726,"Øjenklinik-Amager",2018-04-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1727,"Dansk Speciallæge Center Aps",2018-03-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1728,"Øjenlægerne på Rådhuspladsen",2018-03-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1729,"Privathospital Kbh",2017-10-01,2020-01-23,2,162,1084,6111000016004,"Hovedstaden","Privat"
1729,"Gadegaard Privathospital",2020-01-24,2021-06-09,2,162,1084,6111000016004,"Hovedstaden","Privat"
1730,"Lunge- og Allergiklinikken København",2018-10-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1731,"CeriXClinic Hellerup",2019-07-11,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1732,"ABC klinik Ballerup",2019-09-01,2500-01-01,2,162,1084,6111000016004,"Hovedstaden","Privat"
1733,"Empano",2019-09-01,2020-06-11,2,163,1084,6111000016004,"Hovedstaden","Privat"
1733,"Empano, Hyperhidroseklinikken",2020-06-12,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1734,"ScanSleep",2019-09-01,2021-09-11,2,161,1084,6111000016004,"Hovedstaden","Privat"
1735,"AGATA Nordsjællands Privathospital",2019-11-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1736,"CPH Diagnostisk Center A/S",2020-03-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1737,"Copenhagen Cryo Center",2020-06-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1738,"Empano, Psykiatrisk klinik",2020-06-01,2500-01-01,2,162,1084,6111000016004,"Hovedstaden","Privat"
1739,"Adeas Parken",2020-07-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1740,"Charlottenlund Privathospital",2020-07-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1741,"FDC Fuglevads doctors consultation",2020-07-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1742,"aCure Privathospital",2020-06-09,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1743,"Veneklinikken v/speciallæge Lisbeth Friis Johansen",2020-09-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1744,"Kirurgisk Klinik Amager",2020-08-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1745,"Søernes Privathospital",2020-07-27,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
1746,"Hud- og Hyperhidroseklinikken",2021-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2000,"Frederiksborg Amts Sundhedsvæsen",1998-01-01,2006-12-31,1,102,1084,6111000016004,"Hovedstaden","Øvrige"
2000,"Hospitalerne i Nordsjælland",2007-01-01,2500-01-01,1,102,1084,6111000016004,"Hovedstaden","Øvrige"
2001,"HILLERØD, FREDERIKSBORG AMTS C",1976-04-01,1984-12-31,1,102,1084,6111000016004,"Hovedstaden","Øvrige"
2001,"Hillerød Sygehus",1985-01-01,2000-06-01,1,102,1084,6111000016004,"Hovedstaden","Øvrige"
2002,"ESBØNDERUP, FREDERIKSBORG AMTS",1976-04-01,1977-12-31,1,111,1084,6111000016004,"Hovedstaden","Øvrige"
2002,"ESBØNDERUP, FREDERIKSBORG AMTS",1978-01-01,1985-12-31,1,106,1084,6111000016004,"Hovedstaden","Øvrige"
2002,"ESBØNDERUP SYGEHUS",1986-01-01,1992-12-31,1,111,1084,6111000016004,"Hovedstaden","Øvrige"
2003,"HØRSHOLM, FREDERIKSBORG AMTS S",1976-04-01,1977-12-31,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
2003,"HØRSHOLM, FREDERIKSBORG AMTS S",1978-01-01,1985-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2003,"HØRSHOLM SYGEHUS",1986-01-01,1992-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2003,"HØRSHOLM SYGEHUS",1993-01-01,1993-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2004,"FREDERIKSVÆRK, FREDERIKSBORG A",1976-04-01,1977-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2004,"FREDERIKSVÆRK, FREDERIKSBORG A",1978-01-01,1983-12-31,1,105,1084,6111000016004,"Hovedstaden","Øvrige"
2005,"FREDERIKSSUND, FREDERIKSBORG A",1976-04-01,1977-12-31,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
2005,"FREDERIKSSUND, FREDERIKSBORG A",1978-01-01,1982-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2005,"FREDERIKSBORG AMTS SYGEHUS,VES",1983-01-01,1985-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2005,"FREDERIKSSUND, FAS VEST",1986-01-01,1993-12-31,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
2005,"Frederikssund Sygehus",1994-01-01,2000-06-01,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
2006,"HELSINGØR, FREDERIKSBORG AMTS",1976-04-01,1977-12-31,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
2006,"HELSINGØR, FREDERIKSBORG AMTS",1978-01-01,1985-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2006,"HELSINGØR SYGEHUS",1986-01-01,1992-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2006,"HELSINGØR SYGEHUS",1993-01-01,1993-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
2010,"Lungeklinikken SIP",2009-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2012,"HELSINGØR, FAS ØST",1993-01-01,1993-12-31,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
2012,"Sygehuset Øresund",1994-01-01,2000-06-01,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
2013,"Institutionen Humlegården",1995-10-10,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
2014,"Urologisk Specialklinik, Hørsholm",2004-09-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2015,"Frederiksborg Amts Støtte- og Kontaktcenter",2000-01-01,2009-02-28,1,138,1084,6111000016004,"Hovedstaden","Øvrige"
2015,"Frederiksborg Amts Støtte- og Kontaktcenter",2009-03-01,2010-03-17,1,141,1084,6111000016004,"Hovedstaden","Øvrige"
2016,"Frederiksborg Klinikken",2002-01-01,2007-03-31,2,161,1084,6111000016004,"Hovedstaden","Privat"
2017,"Øjenklinikken i Rungsted",2002-01-01,2004-11-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
2017,"Allergi og Lungeklinikken, Helsingør",2007-03-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2018,"Øjenlæge Jens Thygesen",2002-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2019,"Øjenlæge Tom Christensen",2003-01-01,2017-04-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
2020,"Speciallæge i Øjensygdomme Claus Henrik Nielsen",2004-10-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
2021,"Øjenlæge Claus engler",2004-09-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2022,"Tværfagligt SmerteTeam",2004-11-01,2006-05-31,2,161,1084,6111000016004,"Hovedstaden","Privat"
2023,"Nordsjællands Snorke- og Apnøklinik",2004-11-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2024,"Angelica Lauritzens Speciallægeklinik, Hillerød",2005-01-01,2010-06-20,2,161,1084,6111000016004,"Hovedstaden","Privat"
2025,"Speciallæge i kvindesygdomme Henrik Skensved",2005-02-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2026,"Allerød Privathospital & Idrætsklinik",2005-08-01,2014-04-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
2027,"Arresødal Privathospital A/S",2005-09-01,2011-08-06,2,161,1084,6111000016004,"Hovedstaden","Privat"
2028,"Arresødal Hospice",2005-11-01,2500-01-01,2,170,1084,6111000016004,"Hovedstaden","Privat"
2029,"Plastikkirurgisk Speciallægeklinik",2006-01-01,2019-10-31,2,161,1084,6111000016004,"Hovedstaden","Privat"
2030,"Øjenklinikken Profylax",2006-01-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2031,"Rungsted Øjenklinik",2007-06-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2032,"Hjertelægerne i Hillerød",2007-11-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2033,"Hjertelægerne i Hillerød",2008-01-01,2010-09-20,2,161,1084,6111000016004,"Hovedstaden","Privat"
2034,"Ørenæsehalsklinikken i Hørsholm",2007-11-01,2018-05-03,2,161,1084,6111000016004,"Hovedstaden","Privat"
2035,"Rudersdal Søvnapnøklinik",2008-09-01,2011-06-03,2,161,1084,6111000016004,"Hovedstaden","Privat"
2036,"Kildehøj Privathospital",2008-09-01,2500-01-01,2,162,1084,6111000016004,"Hovedstaden","Privat"
2037,"Pilonidalklinikken",2008-11-01,2011-12-31,2,161,1084,6111000016004,"Hovedstaden","Privat"
2038,"Klinik for Mave og Tarmsygdomme",2009-03-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2039,"Psykologerne i Hillerød",2009-06-01,2500-01-01,2,162,1084,6111000016004,"Hovedstaden","Privat"
2040,"A2 Reumatologi & Idrætsmedicin A/S",2009-07-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2041,"Speciallæge i Dermato-venerologi, Annette Wolff-Sneedorff",2009-08-01,2016-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
2042,"Søvn- og snorkeklinikken i Frederikssund",2010-01-01,2017-04-30,2,161,1084,6111000016004,"Hovedstaden","Privat"
2043,"Aleris Ungplan",2010-02-01,2012-12-31,2,162,1084,6111000016004,"Hovedstaden","Privat"
2044,"Bjerregaard Plastikkirurgisk Klinik",2010-06-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2045,"Hørsholmklinikken",2011-02-01,2020-03-05,2,161,1084,6111000016004,"Hovedstaden","Privat"
2046,"Laser Medical ApS",2011-11-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2047,"Hudklinikken Johannes Kristensen",2012-01-01,2016-09-17,2,161,1084,6111000016004,"Hovedstaden","Privat"
2048,"CPH Privathospital A/S",2017-09-01,2500-01-01,2,161,1084,6111000016004,"Hovedstaden","Privat"
2501,"Amtssygehuset i Roskilde",1976-04-01,2002-12-31,1,102,1085,6091000016007,"Sjælland","Øvrige"
2501,"Roskilde Amts Sygehus, Roskilde",2003-01-01,2006-12-31,1,102,1085,6091000016007,"Sjælland","Øvrige"
2501,"Roskilde Sygehus",2007-01-01,2009-03-31,1,102,1085,6091000016007,"Sjælland","Øvrige"
2502,"KØGE, AMTSSYGEHUSET I",1976-04-01,1977-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
2502,"Amtssygehuset i Køge",1978-01-01,2002-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
2502,"Roskilde Amts Sygehus, Køge",2003-01-01,2006-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
2502,"Køge Sygehus",2007-01-01,2009-03-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
2503,"Amtssygehuset Fjorden",1987-01-01,2009-03-31,1,121,1085,6091000016007,"Sjælland","Øvrige"
2510,"Socialpsykiatrisk Klinik, Roskilde  Misbrugsinstitution",2000-01-01,2011-09-08,2,162,1085,6091000016007,"Sjælland","Privat"
2511,"Ortopæd. Kirurgisk Klinik",2004-10-01,2011-05-20,2,161,1085,6091000016007,"Sjælland","Privat"
2512,"Hospice Sjælland",2006-06-01,2500-01-01,2,170,1085,6091000016007,"Sjælland","Privat"
2513,"Køge Øjenklinik",2009-01-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2514,"Allergiklinikken i Roskilde",2011-07-01,2014-02-28,2,161,1085,6091000016007,"Sjælland","Privat"
2514,"Børne- & Allergiklinikken v/ speciallæge Hans Peter Jacobsen",2014-03-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2520,"Kirurgisk Klinik Roskilde ApS",2002-01-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2521,"Greve Privathospital",2002-01-01,2015-08-12,2,161,1085,6091000016007,"Sjælland","Privat"
2522,"Privatklinikken Nattero",2002-01-01,2020-03-05,2,161,1085,6091000016007,"Sjælland","Privat"
2523,"Klinikken for grå stær",2002-01-01,2015-08-12,2,161,1085,6091000016007,"Sjælland","Privat"
2524,"Speciallægerne Jørgensen",2002-01-01,2008-05-31,2,161,1085,6091000016007,"Sjælland","Privat"
2524,"Roskilde Privathospital",2008-06-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2525,"Øjenlæge Ole Baun ApS",2003-01-01,2016-05-31,2,161,1085,6091000016007,"Sjælland","Privat"
2526,"Sydkystens Kirurgiske Klinik",2006-11-01,2015-08-31,2,161,1085,6091000016007,"Sjælland","Privat"
2526,"Kirurgisk Klinik Solrød",2015-09-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2527,"Billesbølles Privatklinik",2007-08-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2528,"Kvindeklinikken",2009-05-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2529,"Roskilde Øjenklinik",2009-08-01,2012-10-31,2,161,1085,6091000016007,"Sjælland","Privat"
2529,"Roskilde Øjenklinik v. Jesper Thulesen",2012-11-01,2015-02-28,2,161,1085,6091000016007,"Sjælland","Privat"
2530,"Sirculus ApS",2010-03-01,2500-01-01,2,162,1085,6091000016007,"Sjælland","Privat"
2531,"Ortopædkirurgisk Klinik Køge",2009-04-01,2020-03-05,2,161,1085,6091000016007,"Sjælland","Privat"
2532,"Roskilde Øjenklinik v. Jair Nicolini",2012-05-01,2017-03-05,2,161,1085,6091000016007,"Sjælland","Privat"
2532,"Øjenklinikken Hestetorvet v. Jair Nicolini",2017-03-06,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
2533,"Roskilde Øjenklinik v. Jesper Thulesen",2016-01-01,2017-03-05,2,161,1085,6091000016007,"Sjælland","Privat"
2533,"Øjenklinikken Hestetorvet v. Jesper Thulesen",2017-03-06,2020-03-16,2,161,1085,6091000016007,"Sjælland","Privat"
2534,"Demensudredning Danmark - Sjælland",2020-01-01,2500-01-01,2,163,1085,6091000016007,"Sjælland","Privat"
3000,"Sygehus Vestsjælland",1995-01-01,2009-02-28,1,102,1085,6091000016007,"Sjælland","Øvrige"
3001,"Centralsygehuset i Holbæk",1976-04-01,2001-06-30,1,102,1085,6091000016007,"Sjælland","Øvrige"
3001,"Holbæk Sygehus",2001-07-01,2002-12-31,1,102,1085,6091000016007,"Sjælland","Øvrige"
3002,"Centralsygehuset i Slagelse",1976-04-01,2001-04-30,1,102,1085,6091000016007,"Sjælland","Øvrige"
3002,"Slagelse Sygehus",2001-05-01,2002-12-31,1,102,1085,6091000016007,"Sjælland","Øvrige"
3003,"KALUNDBORG SYGEHUS",1976-04-01,1977-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
3003,"Kalundborg Sygehus",1978-01-01,2002-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3004,"RINGSTED SYGEHUS",1976-04-01,1977-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
3004,"RINGSTED/HASLEV SYGEHUS",1978-01-01,1999-08-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3004,"Ringsted Sygehus",1999-09-01,2002-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3005,"SÆBY PR. HØNG, SYGEHUSET I",1976-04-01,1977-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3005,"SÆBY PR. HØNG, SYGEHUSET I",1978-01-01,1999-04-30,1,105,1085,6091000016007,"Sjælland","Øvrige"
3006,"NYKØBING SJÆLLAND SYGEHUS",1976-04-01,1977-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3006,"NYKØBING SJÆLLAND SYGEHUS",1978-01-01,1998-12-31,1,105,1085,6091000016007,"Sjælland","Øvrige"
3007,"HASLEV SYGEHUS",1976-04-01,1977-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3007,"HASLEV SYGEHUS",1978-01-01,1982-12-31,1,105,1085,6091000016007,"Sjælland","Øvrige"
3007,"HASLEV SYGEHUS",1983-01-01,1993-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3008,"SKÆLSKØR SYGEHUS",1976-04-01,1977-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3008,"SKÆLSKØR SYGEHUS",1978-01-01,1983-12-31,1,106,1085,6091000016007,"Sjælland","Øvrige"
